,video_id,comments
191,nIVW4P8b1VA,"['🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'Is the EQUAL SIGN in ""(nums[l] >= nums[m])"" ONLY for the case of an input like [2,1] where l=0, m=(0+1)//2 = 0 but we randomly need to check the other index value too ""just because"" (outside of our actual defined rules we\'ve outlined)... just to make sure?', 'I have a simpler alternative that allows you to not keep track of the minimum, here it is:\n\nclass Solution:\r\n    def findMin(self, nums: List[int]) -> int:        \r\n        start, end = 0, len(nums) - 1\r\n        while start - end > 1: # if middle exists \r\n            mid = (start + end) // 2\r\n\r\n            if nums[mid] > nums[end]:\r\n                start = mid + 1\r\n            else:\r\n                end = mid\r\n        return min(nums[start], nums[end])', 'The most effective I suppose would be:\nconst foo = nums => {\r\n    // [4,5,6,7,0,1,2,3]\r\n\r\n    let [l, r] = [0, nums.length - 1]\r\n    while (l < r) {\r\n        let m = Math.floor((l+r) / 2)\r\n        if (nums[m] >= nums[r]) l = m + 1;\r\n        else r = m;\r\n    }\r\n\r\n    return nums[l];\r\n}', 'My solution:\n\n    def findMin(self, nums: List[int]) -> int:\n        l, r = 0, len(nums) - 1\n\n        while l < r:\n            m = (l + r) // 2\n\n            if nums[m] < nums[r]:\n                r = m\n            else:\n                l = m + 1\n\n        return nums[l]', ""My gawd, every one of these binary search problems I get some edge cases wrong due to these tiny but important details of settings r = m (instead of m - 1) or having l start from 1 instead of 0 (koko eating bananas). It's super frustrating"", ""Is it safe to assume that if a search requires O(log n) time and the list is ordered. It's most likely a binary search in some flavor or another?"", 'You state the rules:\n\n""If our middle pointer happens to be in the right sorted portion, then we want to search to the left; **if our middle is in the left sorted portion we want to search to the right**"". \n\nAnd later state:\n\n""If we ever got to a portion of the array that\'s completely sorted we would just **take the leftmost value and see if it\'s smaller than the current result and stop our binary search.**""\n\nThis statement completely conflicts with the algorithm of focus, which says **if the leftmost value is smaller we search to the right**.  So do we search to the left or ""stop our binary search""?\n\nSo are there two algorithms rules at play here or what?  I\'m guessing yes, but you said an entirely conflicting rule pretty flippantly without clarifying this is an important rule caveat and consideration.', '2:29\n3:18\n8:05', 'My problem with these videos is he assumes we all arrive at the same intuition and do it quickly. For example the part where he casually starts talking about pivoting inside an array might not be an observation that a lot of people are able to make instantly. From there the rest of the video is a crapshoot.']"
192,mBNrRy2_hVs,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'I think  you talk too much bullshit.', 'you are the best teacher', 'I feel so stupid watching these videos.', 'Thank you neetcode', 'Love it~', 'Another category that might be helpful here is probably matrix/maze problems', 'From your Dynamic Programming Patterns sheet, I think Fibonacci Number is kind of Linear DP problem whereas House Robber is more of a Decision Making kind of problem so they should not be falling in the same bucket in case you are categorizing them. Any thoughts?', 'very good video! thanks so much.', 'Thanks!']"
193,TjFXEUCMqI8,"['🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'I didnt get the integer division square', 'The operations of a HashSet are not O(1), they are O(n). A HashMap has a bound of O(1)', 'This is incredible', 'boolean arrays instead of set would be much efficient\n        boolean[][] squares = new boolean[9][9]; \n        squares[i / 3 * 3 + j / 3][c]', 'the (row, col):set() default dictionary is insane', 'such an elegant solution. makes it so easy!', ""Naaaaaahhh I'm here to say it NeetCode is all time top 1 teacher when it comes to explaining and solving algorithm and data structure problems. My guy is HIM!!!"", ""I did it exactly the same way but I opted for just using 1 hashmap where the key was the number and the value  was a tuple of (row, column, box number), then at every value I can just look up if it exists in the hashmap and compare each value in the tuple. I can't tell which solution would be better in terms of time complexity though since I would have to iterate all 3 values of my tuple after the constant lookup."", 'great solution']"
194,6QQRayzOTD4,"[""Hey Guys just a quick question. So we don't have to wait for the monster to come to us we can go wherever they are and if our weapon is charged we can eliminate this? I thouth we are at a point waiting for the monster to come to us one by one. so I faild some test cases on leetcode. I think we can go to the monster and eliminate them so  for this example [4,2,3] [2,1,1] we can fist go to the first monster eliminate it. we have two min before the second monster reaches the city, now after one minute we can eliminate the second one. and then we have 2 min before the 3rd monster reaches so we can eliminate them all. Am I right?"", 'O(n)  approach !!\n\nint eliminateMaximum(vector<int>& dist, vector<int>& speed) \r\n    {\r\n        int n=dist.size();\r\n        int fre[100001]={0};\r\n        for(int i=0;i<n;i++)\r\n        {\r\n            int t=(dist[i]/speed[i])+(dist[i]%speed[i]!=0);\r\n            fre[t]++;\r\n        }\r\n        int i;\r\n        for(i=1;i<n;i++)\r\n        {\r\n            fre[i]+=fre[i-1];\r\n            if(fre[i]>i)\r\n                break;\r\n            if(fre[i]==n)\r\n                break;\r\n        }\r\n        return i<n?i:n;\r\n    }', 'How many solved today', 'Contest is ongoing..', 'Chill out the contest is still running', ""the contest hasn't ended it's 5 more mins lol""]"
195,-w67-4tnH5U,"['💡 DP PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1', 'wow. just wow', 'Would you consider this problem under 0/1 knapsack pattern?', 'I solved this in codechef', 'Best Explanation I have ever come across. Subscribed.', 'Brilliant as always!', ""Hey man, first of all, thank you very much for making these! I just wanted to ask why is this algorithm correct? I can't wrap my brain around it"", ""Hey dude. you explain things nicely. Let's do leetcode 2158 too if possible. Thanks"", '// Javascript, accepted solution\n\nfunction minCost(costs) {\n    let preRow = costs[0];\n    for(let h = 1; h < costs.length; h++) {\n        let currRow = [];\n        const l = costs[0].length;\n        for (let c = 0; c < l; c++) {\n            currRow[c] = costs[h][c] + Math.min(preRow[(c+1)%l], preRow[(c+2)%l]);\n        }\n        preRow = currRow;\n    }\n    return Math.min(...preRow);\n}', 'thanks']"
196,rI2EBUEMfTk,"[""Can you explain how heapify is O(n)? To build a binary heap, don't you need to call heap reorder n times making it O(nlog(n))?"", ""How did python automatically use min heap? Didn't you say in another video that Python only supports max heap, and to use min heap we have to use the negative values?"", '5:31 why did you re-draw the circle', ""I don't understand the running time of this. Adding an element to a heap is O(log N). Doing this for N elements is O(N log N). Popping from the Heap K times is O (K log N). Since K < N, the total running time should be O(N long N)"", 'Hey can we just use lambda function to store the key value than sort it and then just remove elements after bigger then k\n    def kClosest(self, points: List[List[int]], k: int) -> List[List[int]]:\r\n        points.sort(key = lambda x: x[0]**2 + x[1]**2)\r\n        return points[:k]', 'Quick Select with Random Selects, O(N) average time. I chose quick select here because all data was present (no stream) and we are not performing any transformative operations on the actual inputs (as in last stone weight).  \n\n""""""\nWe have points Xi, Yi, and an integer k. \nWe want the K-closest points to the origin. \n\nWe could use a heap to solve this problem in O(NLogN) (heapify plus popping...)\n\nHowever a better solution will be to use quick select which gets an average case runtime of O(N) time! \nThe closests points will have smallest euclidean distances ... \n\n""""""\n\nclass Solution:\n    def kClosest(self, points: List[List[int]], k: int) -> List[List[int]]:\n        def partition(l,r):\n            \n            #choose a random pivot \n            pivot = random.randint(l,r)\n            pivot_distance = euclidean_distance(points[pivot])\n            \n            #move pivot to end \n            points[pivot], points[r] = points[r], points[pivot]\n            \n            #store idx for swapping \n            store_idx = l \n            \n            for i in range(l,r):\n                if euclidean_distance(points[i]) < pivot_distance: \n                    points[i], points[store_idx] = points[store_idx], points[i]\n                    store_idx += 1 \n            \n            #switch store_idx with pivot\n            points[r], points[store_idx] = points[store_idx], points[r] \n            return store_idx \n        \n        \n        def quick_select(points,k):\n            \n            left, right = 0, len(points)-1 \n            pivot_idx = len(points) \n            \n            #continue parititoning while pivot != k \n            while pivot_idx != k:\n                pivot_idx = partition(left, right)\n                \n                #k smallest lie to the left \n                if pivot_idx > k: \n                    right = pivot_idx - 1 \n                \n                #the k smallseet lie to the right & to the left of pivot_idx all values smaller, so left = pivot_idx \n                else: \n                    left = pivot_idx \n                    \n            #return k closest points \n            return points[:k]\n        \n        def euclidean_distance(point):\n            x,y = point\n            return math.sqrt(x**2+y**2)\n        \n        #perform quick select and return k smallest \n        return quick_select(points, k)', 'I just realize you sound like daily dose of internet', 'If we replace the append heap line with heappush and remove the heapify completely, time complexity for that for loop will be O(nlogn) i.e n times heappop is nlogn. Right?\n\nSo this following logic this worse than appending and heapify, right? Kinda counter-intuitive!\n\nheap = []\r\n        # for loop is n time logn\r\n        for p in points:\r\n            x,y = p\r\n            d = x**2 + y**2\r\n            heappush(heap,[d,x,y])\r\n        res = []\r\n        # k time logn\r\n        while k:\r\n            d,x,y = heappop(heap)\r\n            res.append([x,y])\r\n            k-=1\r\n        return res', 'such a bizarre problem. they might as well just give you an array of ints and ask you to heap sort it', 'Got the N*log(K) solution. But remember not to apply leetcode style programming in real life, especially not in python. Exploit numpy parallelism/vectorization instead of using sequential loops:\n\n        points = np.array(points)\n        dists = np.linalg.norm(points, axis=1)\n        k_indices = np.argpartition(dists, k-1)[:k]\n        return points[k_indices].tolist()\n\nFaster than 95% of leetcode solutions, although with huge variance since their timing system is broken.']"
197,S5bfdUTrKLM,"['🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'intelligent', 'Your explanation of the fast pointer was misplaced by one I believe. On first iteration, slow pointer is the 2nd element, fast is the 3rd. Fast then moves to the 6th, which would be one beyond the last, not the last. slow would be the 3rd element.', 'Great explanation. Thanks for also mentioning the array approach to solving this problem.', 'If it helps you to better visualize this problem, instead of fast and slow pointer you can just count all the elements first, than iterate until the size/2 or size/2+1 th element (depends if the size is even or odd).', 'If we used recursion, would it still count as extra memory?', 'My initial O(n) space/time solution was 1/ push all nodes onto a stack 2/ if the stack size is even divide by 2 and add 1, else if the stack size is odd divide by 2 and take the ceiling and store this as the ""stackStopSize"" (you will pop from the stack while the stack is greater than this size in step 3)  3/ once you have those value run the following while loop and after termination make sure to update the new top stack node\'s next node to nullptr\n\nwhile (nodeStack.size() > stackStopSize)\n        {\n\n\n            temp = curr->next;\n            curr->next = nodeStack.top();\n            nodeStack.top()->next = temp;\n            nodeStack.pop();\n\n            curr = temp;\n\n        }\n\n        nodeStack.top()->next = nullptr;\n\nThe intuition is for an even list [1, 2, 3, 4, 5, 6] the median positions of the list are [3,4] and for an odd list [1, 2, 3, 4, 5, 6, 7] the median position of the list is [4]. And to find a match for a value on the right of the median position(s), it must go into a slot to the left of the median position(s). So we calculate how many nodes are on the right of the median position, and stop popping once we hit the median position.', 'I like this problem. A good one to refresh easy subproblems for linked list. \nAlso, as usual - great explanation!🔥', 'Where are subtitles?', ""The key to understand this problem is to identify it’s a merging problem, basically the desired sorting can be achieved by splitting the linked list into 2 halves, reverse the second half then merge it in the first half.\nWouldn't want to be asked this in an interview tbh :D""]"
198,OVgPAJIyX6o,"['Alien Dictionary (HARD) - https://youtu.be/6kTZYvNNyps', 'I did this in Go, turns out not using a hashmap is faster because the order string is just 26 bytes lol', ""bro, i think you put this problem in the wrong category on your website. don't think it belongs in the graphs section!"", 'How this is a graph problem?', 'Best Explanation possible.', 'a little tricky thing is this solution does not use minLen of w1 and w2. But that is an excellent trick to solve the pre-work.', 'Bro this solution just perfect !!!', 'thanks', 'Awesome explanation', 'class Solution:\n    def isAlienSorted(self, words, order: str) -> bool:\n\n        order_list = {order[i]: i for i in range(len(order))}\n\n        def helper(word1, word2):\n            # check if word1 is lexicographically smaller than word2\n \n\n            for i in range(min(len(word1), len(word2))):\n                if order_list[word1[i]] < order_list[word2[i]]:\n                    return True\n                elif order_list[word1[i]] > order_list[word2[i]]:\n                    return False\n            # if same prefix, check length\n            return True if len(word1) < len(word2) else False\n        for i in range(len(words)-1):\n            # if same word , continue\n            if words[i] == words[i+1]:\n                continue\n            if not helper(words[i], words[i+1]):\n                return False\n\n        return True']"
199,TsA4vbtfCvo,"['Using Prefix Sum array:\n\nclass Solution:\n    def maxScore(self, cardPoints: List[int], k: int) -> int:\n        forwardPrefixSum = [None] * len(cardPoints)\n        backwardPrefixSum = [None] * len(cardPoints)\n\n        summ = 0\n        for i in range(len(cardPoints)):\n            summ += cardPoints[i]\n            forwardPrefixSum[i] = summ\n        \n        reversedCardPoints = cardPoints[::-1]\n        summ = 0\n        for i in range(len(cardPoints)):\n            summ += reversedCardPoints[i]\n            backwardPrefixSum[i] = summ\n        \n        maxx = max(forwardPrefixSum[k-1], backwardPrefixSum[k-1])\n        for i in range(1, k):\n            temp = k - i\n            t1 = forwardPrefixSum[i-1]\n            t2 = backwardPrefixSum[temp-1]\n            print(t1, end="" "")\n            print(t2)\n            summ = t1 + t2\n            maxx = max(maxx, summ)\n        \n        return maxx', 'Who and all directly jumped into recursive solution(there were decisions to take either left or right) like me??', 'Which is the other most frequently asked google question?', 'a very beautiful solution', 'thank you!', 'Your explainations are so good...Thanks...', 'my easy solution to this question. \ninitially i just consider first k integers from left. \nand then start deleting on element from left and adding one element to right side sum. \nand just check which is max sum.. \n\njava code below. \n\nclass Solution {\r\n    public int maxScore(int[] cardPoints, int k) {\r\n        \r\n        int len=cardPoints.length;\r\n        int sum=findsum(cardPoints,k);\r\n        int maxSum=Math.max(0,sum);\r\n        \r\n        for(int i=1;i<=k;i++){\r\n            int left=k-i;\r\n            int right=len-i;\r\n            sum-=cardPoints[left];\r\n            sum+=cardPoints[right];\r\n            maxSum=Math.max(maxSum,sum);\r\n        }\r\n        return maxSum;\r\n    }\r\n    public int findsum(int[] cardPoints,int k){\r\n        int sum=0;\r\n        for(int i=0;i<k;i++){\r\n            sum+=cardPoints[i];\r\n        }\r\n        return sum;\r\n    }\r\n}', 'The explanantion was detailed and clear. Amazing!! Thank you!', 'i thought of recursion', 'This solution does use extra k space but I feel its more intuitive  \n\nclass Solution:\n    def maxScore(self, cardPoints: List[int], k: int) -> int:\n        left_card_sum = [0]*(k+1)\n        right_card_sum = [0]*(k+1)\n        max_score = 0\n        _sum_so_far = 0\n        for i in range(1,k+1):\n            _sum_so_far += cardPoints[i-1]\n            left_card_sum[i] = _sum_so_far\n        _sum_so_far = 0\n        for i in range(1,k+1):\n            _sum_so_far += cardPoints[len(cardPoints) - i]\n            right_card_sum[i] = _sum_so_far\n        for i in range(len(right_card_sum)):\n            max_score = max(max_score,left_card_sum[i]+right_card_sum[len(right_card_sum)-1-i])\n        return max_score']"
200,7cp5imvDzl4,"['🌲 TREE PLAYLIST: https://www.youtube.com/watch?v=OnSn2XEQ4MY&list=PLot-Xpze53ldg4pN6PfzoJY7KsKcxF1jg&index=2', 'Can be done easily with BFS as well. There is also no rule against updating the node values, so I used BFS and every time I added a new node to the queue I updated that nodes value if it was < root->val', 'So simple and easy the way you did it! I was using a Set and adding each good node to my set, but counting good node is so much easier the way you did it. Thanks for the vid as always!', 'I did the same, but I used extraspace. Used a array to store the path and update count only if the last element of the array is the max element. It pretty much runs the same!\nclass Solution:\r\n    def goodNodes(self, root: TreeNode) -> int:\n        count = 0\n\n        def dfs(root,res):\r\n            nonlocal count\r\n            if not root: return res\r\n            res.append(root.val)\r\n            if max(res) == res[-1]: count += 1\r\n            dfs(root.left,res)\r\n            dfs(root.right,res)\r\n            res.pop()\r\n            return res\r\n        \r\n        dfs(root,[])\r\n        return count', 'RecursionError: maximum recursion depth exceeded in comparison', 'The another one problem I could come up with myself. But as always I watch your videos to find more smart solution', ""I always feel like if you use nonlocal in helper functions, it'll make your life a ton easier...\n\n# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def goodNodes(self, root: TreeNode) -> int:\n        cnt=0\n        def helper(root,max_val):\n            nonlocal cnt\n            if not root:\n                return\n            max_val=max(max_val,root.val)\n            if root.val>=max_val:\n                cnt+=1\n            helper(root.left,max_val)\n            helper(root.right,max_val)\n\n        helper(root,root.val)\n        return cnt"", 'Hi, NeetCode, Just curious, was your website created by using html, css and js, or you created by using website builder? If you build it by using html etc, how long will it take you to finish this? thank you', 'wow i am speechless, crazy ! You a god!', 'I think this question should be labeled as ""Easy"" instead of ""Medium"" .']"
201,fei4bJQdBUQ,"['you are great sir', '(0 -> 1): -1\n(0 -> 0): 0\n(1 -> 1): 1\n(1 -> 0): 2\n1st loop:\n    if board[nei_row][nei_col] > 0: count += 1 (loop all valid direction)\n    if board[row][col] == 1 and (count < 2 or count > 3): board[row][col] = 2\r\n    elif board[row][col] == 0 and count == 3: board[row][col] = -1\n2nd loop:\n    if board[row][col] == 2: board[row][col] = 0\r\n    elif board[row][col] == -1: board[row][col] = 1', 'Would using something like 5,6,7,8 as the mapping would make it a bit easier to understand and explain to the interviewer?', ""I had no idea you were supposed to use the original numbers, I thought you were supposed to do something insane like try to update the value, it's neighbors recursively.. which wouldn't make any sense"", 'Like it is shown in the video, we can go ahead with the mapping:\n0: 0,0\n1: 1,0\n2: 0,1\n3: 1,1\n\nBut one neat trick to check neighbouring initial alive cells, is we can just take whatever value we have and do \'%2\'. say, a visited cell would have been ""1"" when its updated cell value%2==1. (From above mapping, 1 and 3 would get ""1"" on ""%2""). For an unvisited cell, the initial alive value would be 1 which also when you do ""%1"" you get 1.\n\nOnce we populate the array with new values, just do integer ""/2"" on all the values and you will get correct final states.', 'No.1 leetcode tutorial! someone who actually can explain the problem and solution very clearly. Good job and keep up good work', 'Maybe I am stupid, but I was having more problem writing the logic for the countNeighbours than the core logic required to solve this problem.', 'I did it for PCPC exam at UniSa', ""Really nicely explained man but why not simply map as follows:\n0|0->2\n1|0->3\n0|1->4\n1|1->5\nSo while checking if cell=0 OR 2 OR 4 , it means it's a dead cell cuz 2,4 were originally 0 i.e, dead AND\nIf cell=1 OR 3 OR 5 , it means it's a live cell cuz 3,5 were originally 1 i.e, live\n\nAND at end when we have updated each cell , if cell=2 OR 3 make it 0 cuz 2,3 are new 0s AND if cell=4,5 make it 1 cuz 4,5 are new 1s."", 'Sorry to hear you got covid. Hope you get better soon. btw this video is not there in your master list of coding solutions playlist.']"
202,4v42XOuU1XA,"['💡 DYNAMIC PROGRAMMING PLAYLIST: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1', 'Why do we need a tmpeven and tmpodd variable? And why it has to be reversed?', 'Learning with you has always been fun and exciting to me . Thanks a lot   and please keep going . You are helping lot of people', 'when you added -5 , how the path is a subsequence, its subset', 'The bottom up DP solution I believe doesn’t need to be reversed. In fact it seems it’s marginally faster actually if you don’t do that', '@NeetCode you explain it easier and more clear than top rated solutions at Leetcode!', 'Nice. There is even an easier solution. In every iteration we need to compare three things (there are three candidates for max sum):\n1. Previous max sum\n2. Number at the current index\n3. Previous max sum + current number - previous number. That is, if we want to add a new number in our subsequence, we have to add the previous number as well to keep the current number at an even position. Otherwise, it will be subtracted from the alternating sum.\n\nThe pseudocode of this algorithm is given below:\n\nsum = nums[0];\nfor (i = 0; i < nums.length; i++)\n       sum = max(sum, nums[i], sum - nums[i - 1] + nums[i]);\nreturn sum;', 'can anyone please tell me , how the dp solution is O(N) time ...\nAccording to me it should be O(N^2) as we are generating all the subsequences🙄😕', 'Instead of computing maimum with labels, i compute maximum and minimum with label ""even""\nclass Solution:\r\n    def maxAlternatingSum(self, nums: List[int]) -> int:\r\n        prior_max = 0\r\n        prior_min = 0\r\n        for n in nums:\r\n            temp = prior_max\r\n            if (prior_max < n - prior_min):\r\n                prior_max = n - prior_min\r\n            if (prior_min > n - temp):\r\n                prior_min = n - temp\r\n        return prior_max', ""I think returning sumEven works only b'coz nums are positive integers. Correct me if I am wrong\n\nIf someone is confused, like I was ;), about:\n    tmpEven = max(sumOdd + nums[i], sumEven)\n\nThink of it this way :\ntmpEven should always reflect the max subsequence if the index ending at that element is even.\nAnd what options do we have if nums[i] is the last even index:\n* Either add it to the subsequence ---> sumOdd + nums[i]\n* Skip including it coz the odd indexed num is too big with a -ve sign ---> sumEven\n\nHence tmpEven = max(sumOdd + nums[i], sumEven)""]"
203,h9iTnkgv05E,"['💡 GRAPH PLAYLIST: https://www.youtube.com/watch?v=EgI5nU9etnU&list=PLot-Xpze53ldBT_7QA8NVot219jFNr_GI', 'Thank you so much for your thorough and clear explanation! May I please request that you include space complexity analysis for this and future videos? Thanks!', 'I believe the overall runtime bound of O(nm^2) should be correct since while it possible to have O(n^2) edges in a graph, in this problem, the maximum is bounded by O(260n).\n\nThis is because the words are at most length 10. In order for any one word to have an edge to another word, the other word must vary in only one of the 10 positions. But since all words in the wordlist are unique, there are only at most 26 (due to 26 letters) words that are the same as each other after changing one letter (i.e. for a pattern xyz*abc, only 26 variations exist). So each word has at most 26*10 other words it is connected to. \n\nPlz lemme know if I missed something', '13:50 ???', ""Just posted a O(m*n log n) solution (m=word length, n=list size). Would be suprised if nobody else has come up with the same approach, but I can't find anything. Forget brute forcing all letters of the alphabet or walking the list more than 'm' times :)"", 'A more precise upper bound on the max number of edges in a graph of n nodes is n(n-1)/2', 'Why not DP?', 'After Listening BFS , my brain cells starting working again !', 'can someone explain the space complexity of the adjacency list?', 'number of edges can be upper bounded by 25*m*n: \nin each word(n), and for each character in this word(m), 25 other words can be generated by changing this character.']"
204,Ber2pi2C0j0,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'why recalculate row?', 'Can anyone explain how ""if not(top < = bot): return False"" immediately returns True if the target value is not in the matrix?', ""7:58 WHYYYY GOOOOD I KNEEWW IIITT !!! :'D"", 'why c++ and java code is smaller than python :)', 'java solution\n\nclass Solution {\r\n    public boolean searchMatrix(int[][] matrix, int target) {\r\n        int rows = matrix.length; \r\n        int cols = matrix[0].length;\r\n\r\n        //find the row to look for\r\n        int topRow = 0;\r\n        int bottomRow = rows - 1;\r\n\r\n        while(topRow <= bottomRow) { \r\n            int midRow = (topRow + bottomRow) / 2;\r\n\r\n            //check if the element exists in the midRow - \r\n            if(target > matrix[midRow][cols - 1]) //check with last element in the row\r\n                topRow = midRow + 1;\r\n\r\n            else if(target < matrix[midRow][0]) //is it smaller than the smallest value of midRow\r\n                bottomRow = midRow - 1;\r\n\r\n            else //target lies within the midRow\r\n                break;\r\n        }\r\n        \r\n        if(!(topRow <= bottomRow)) //while loop exhausted. \r\n            return false; \r\n\r\n        //search the row\r\n        int left = 0, right = cols - 1;\r\n        int targetRow = (topRow + bottomRow) / 2; \r\n\r\n        while(left <= right) {\r\n            int mid = (left + right) / 2;\r\n\r\n            if(matrix[targetRow][mid] > target) //go left\r\n                right = mid - 1;\r\n            else if(matrix[targetRow][mid] < target) //go right\r\n                left = mid + 1;\r\n            else return true;\r\n        }\r\n\r\n        return false; //element not found\r\n\r\n    }\r\n}', 'soon i will crack google too.', 'Intuition\nThis problem will purely be solved on the core principles of how a 2D matrix works,its traversal and a few comparisons.\n\nApproach\nWe assign i=0 and j=n-1, means i is at start of the row and j is present at the start of the last column. We start comparing from j=n-1. Basically,the comparison is starting from the last element of the first row. Now,if observed closely, the last element of the first row, moving downwards from there will always result in a greater value as the 2D Matrix happens to be sorted. If target is smaller, there is no point moving down. Hence, we decrement j and move to the previous column. We check again, if target is still smaller (matrix[i][j]>target) we decrement j again.\n\nobserve one thing. As we move from the extreme right to left, we notice that values are eventually decreasing for the ith row. So we are bound to reach a point, where matrix[i][j] has a smaller value than target. If so, we now increment i and move to the row below,which gets us closer to the target.\n\nFinally we reach a point where we find the target.\n\nComplexity\nTime complexity:\nO(m+n)\n\nSpace complexity:\nO(1)\n\nCode\nclass Solution {\n    public boolean searchMatrix(int[][] matrix, int target) {\n        int m = matrix.length; // row\n        int n = matrix[0].length; // col\n        int i = 0;\n        int j = n - 1;\n\n        while (i >= 0 && i < m && j >= 0 && j < n) {\n            if (matrix[i][j] == target) {\n                return true;\n            } else if (matrix[i][j] > target) {\n                j--;\n            } else if (matrix[i][j] < target) {\n                i++;\n            }\n        }\n\n        return false;\n    }\n}', '10:10 I think you misspoke here. If the target is smaller than the midpoint, you want to search to the left of it, not the right', 'class Solution:\r\n    def searchMatrix(self, matrix: List[List[int]], target: int) -> bool:\r\n        k = 0\r\n        for i in range(len(matrix)):\r\n            p = matrix[k][0]\r\n            s = matrix[k][len(matrix[k]) - 1]\r\n            print(p, s)\r\n            if p <= target and target <= s:\r\n                if target in matrix[k]:\r\n                    return True\r\n                else:\r\n                    return False\r\n            k += 1']"
205,4xbWSRZHqac,"['My C++ Solution which is also of O(n):\n void sortColors(vector<int>& nums) {\r\n        int n0=0,n1=0,n2=0;\r\n        for(int i=0;i<nums.size();i++){\r\n            if(nums[i]==0){\r\n                n0++;\r\n            }\r\n            else if(nums[i]==1){\r\n                n1++;\r\n            }\r\n            else if(nums[i]==2){\r\n                n2++;\r\n            }\r\n        }\r\n        nums.clear();\r\n        nums.insert(nums.begin(),n0,0);\r\n        nums.insert(nums.begin()+n0,n1,1);\r\n        nums.insert(nums.begin()+n0+n1,n2,2);\r\n    }', 'do you have any strategies to identify edge cases like how we are not supposed to increment the i pointer if we do a swap with the right pointer, or must we have done this question before?', 'I slept in the middle.. that is not easy to understand explanation.', 'Cannot imagine solving leetcode without your solutions', 'you are fking brilliant, thank youuu', 'What will be the approach if there are n number of colours?', 'Looks like a great problem to use counting sort since there are only 3 values and guaranteed to never be anything else', ""it's is so cool ,btw there are also another case that if we swap 2 with 2 , which means 2 still in i position , so we should also put i in original position till r -1"", 'Probably failed an interview over this today! and the interviewer just would not let me use count sort 😭', '""""""\r\nI tried to understand why edge case is happening. Bellow is my understanding. Might not be   fully correct but if someone can check this we might able to verify. \n\nIf interested please paste these text in some editor(preferably in jupyter notebook) and check\r\n\r\n""""""\r\n\r\n\r\n""""""\r\nO(N) time O(N) space - Single Pass\r\n\r\n1.Basically we are using 3 pointer format. \r\n    -left pointer designate that all the 0 are on it\'s left\r\n    -right pointer designate that all the 2 are on it\'s right\r\n    -middle pointer taking caser of 1 in middle\r\n\r\n2. One special edge case here\r\n\r\n    [0,1(l),2(m),1,0(r),2]\r\n    \r\n    -This edge case happens when middle pointer points to 2 here. In This case 2 wll be swapped with r. When it happens 0\r\n     will be hanging in middle.\r\n     \r\n     Why it is happening?\r\n     \r\n         To understand this We first need to understand what is actual role of l,m & r pointers.\r\n         \r\n         1.m is main pointer here. It tells how and when to swap. \r\n         2.left having chance to point 0 or 1 at any random time.\r\n         3.m having chance to point 0,1 or 2 at any random time.\r\n         4.r also having chance to point 0,1 or 2 at any random time.\r\n         \r\n         5.t means that when m pointer swaps with r pointer any of there values (0,1,2) can take its place in middle.\r\n         \r\n         -if 1 comes in middle, no issue because we want one 1 in middle.\r\n         \r\n         -if m points 0 then left pointer is already taking care of 0 - no issue here also.\r\n         \r\n         -But if m points to 2 then all 3 values can take it place at any random time- 0 or 1 or 2. \r\n          This happens because of point 3 and 4 above.\r\n          \r\n             -when it is replace by 1 no issue here.\r\n             \r\n             -but if is replaced by 0 then m will move one step again and then 0 will be hanging there in middle\r\n             \r\n             -If it is replaced by 2 then again 2 will be hanging in  middle just like 0\r\n             \r\n             -Above hanging happens when it points to 2 only(reason being possibility of all 3 number appearing at this place)\r\n             .This can be avoided if we don\'t move m pointer in this case.               \r\n""""""\r\n\r\ndef sortColors(nums):\r\n    \r\n    l,r=0,len(nums)-1\r\n    m=0\r\n    \r\n    while m<=r:\r\n        \r\n        if nums[m]==0:\r\n            nums[m],nums[l]=nums[l],nums[m]\r\n            l+=1\r\n            \r\n        elif nums[m]==2:\r\n            nums[m],nums[r]=nums[r],nums[m]\r\n            r-=1\r\n            m-=1 #2\r\n            \r\n        m+=1   \r\n        \r\n    return nums\r\n\r\nprint(sortColors([2,0,2,1,1,0]))']"
